active_mechanisms,balanced_depth,balanced_equiv,balanced_geom,balanced_identity,balanced_inv,balanced_kl,balanced_moment,balanced_node,balanced_proj,balanced_recon,balanced_scale,balanced_spectral,balanced_total,balanced_vq,coarse_effective_code_fraction,depth,depth_mean,edge_entropy,effective_rank,equiv,evidence_status,feature_effective_rank,fine_effective_code_fraction,geom,graph_energy,heldout_probe_accuracy,heldout_structural_probe_accuracy,identity,initialization,inv,kl,latent_cosine_mean,mode,model_variant,moment,node,node_entropy,perplexity_coarse,perplexity_fine,probe_protocol,profile,proj,quantized_cosine_mean,quantizer_metrics_applicable,recon,retained_run,scale,seed,spectral,split_protocol,stack_alignment,stack_geodesic,struct_gate_mean,structural_effective_rank,structural_mse_mean,total,total_params,trainable_params,usage,view_gate_mean,vq
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.0,-0.01081053912639618,0.0,0.0,0.0,0.14806167781352997,0.0,0.0,0.1372511386871338,0.0,0.20913229882717133,0.04741322994232178,0.5474132299423218,0.6930572986602783,1.6364154815673828,0.5952180624008179,development_only,1.5734648704528809,0.19334501028060913,0.2627093195915222,0.9912493824958801,0.42105263157894735,0.6842105263157895,0.0031324110459536314,"{'sha256': '9e7fddc28996d382028711bd861186150e31d9fe1d599276946f3e0810769ce5', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.19998030364513397,1.9214372634887695,0.9998151659965515,simple_objective,ripii,0.6919236183166504,1.7729744911193848,1.3855624198913574,1.6730583906173706,1.546760082244873,ridge fit on train features; scored once on test,research,1.7647548913955688,0.8003843426704407,True,0.17428462207317352,research/results/development/objective_study_v1/runs/simple_objective/seed_701,0.5523069500923157,701,1.7393757104873657,70% train / 15% validation / 15% held-out test,0.1313546597957611,0.27685797214508057,0.5449544787406921,1.6364154815673828,0.2313620150089264,0.1372511386871338,54829,54829,0.25,0.5400271415710449,2.0214791297912598
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.0,-0.011603234335780144,0.0,0.0,0.0,0.12907518446445465,0.0,0.0,0.11747194826602936,0.0,0.3606826663017273,0.0546494722366333,0.5546494722366333,0.6922582387924194,2.4208312034606934,0.7765722274780273,development_only,1.301324486732483,0.4838672876358032,0.32160133123397827,1.0936903953552246,0.47368421052631576,0.631578947368421,0.00805441290140152,"{'sha256': 'd02540021f42e257cc62343426917bf56a6c633f91d381205fc4a58f58073ea4', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.9284637570381165,1.8679100275039673,0.9964730143547058,simple_objective,ripii,0.603611171245575,1.650585651397705,1.3823509216308594,2.8854613304138184,3.870938301086426,ridge fit on train features; scored once on test,research,1.7107136249542236,0.079079270362854,True,0.15576055645942688,research/results/development/objective_study_v1/runs/simple_objective/seed_809,0.6467300057411194,809,1.8994109630584717,70% train / 15% validation / 15% held-out test,0.16080066561698914,0.3764362931251526,0.5387563109397888,2.4208312034606934,0.4597121775150299,0.11747194826602936,54829,54829,0.5625,0.5411324501037598,1.3772079944610596
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.0,-0.01919691078364849,0.0,0.0,0.0,0.15626004338264465,0.0,0.0,0.137063130736351,0.0,0.32487648725509644,0.049069762229919434,0.5490697622299194,0.6926965713500977,2.3117880821228027,0.6384884119033813,development_only,1.4700376987457275,0.37318873405456543,0.6779081225395203,1.0050588846206665,0.5789473684210527,0.7894736842105263,0.006919194012880325,"{'sha256': 'b7a2bb59ae1db1663bf7cce19ae7a3599442e0fe0961b2d0d559b6dbe21efa7b', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.550250768661499,1.0953539609909058,0.9938786029815674,simple_objective,ripii,0.5946968197822571,1.6421979665756226,1.367964744567871,2.5990118980407715,2.9855098724365234,ridge fit on train features; scored once on test,research,1.4556974172592163,0.4609795808792114,True,0.18198852241039276,research/results/development/objective_study_v1/runs/simple_objective/seed_907,0.6525781750679016,907,2.7541775703430176,70% train / 15% validation / 15% held-out test,0.33895406126976013,0.39516910910606384,0.5354112386703491,2.3117880821228027,0.36731359362602234,0.137063130736351,54829,54829,0.4375,0.5341892838478088,1.2493479251861572
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.4298548698425293,0.0,0.0,0.0,-0.006800025701522827,0.0,0.0,0.0,0.15296781063079834,0.0,0.0,0.5760226249694824,0.0,0.19334499537944794,0.04712116718292236,0.5471211671829224,0.6930437684059143,1.7063175439834595,0.5205636620521545,development_only,1.6483113765716553,0.19334501028060913,0.30961310863494873,0.9910483956336975,0.47368421052631576,0.631578947368421,0.003348276484757662,"{'sha256': '9e7fddc28996d382028711bd861186150e31d9fe1d599276946f3e0810769ce5', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.14467060565948486,2.2747561931610107,0.999808669090271,simple_plus_equiv,ripii,0.702896237373352,1.7660568952560425,1.3855987787246704,1.5467599630355835,1.546760082244873,ridge fit on train features; scored once on test,research,1.722351312637329,0.8557073473930359,True,0.17885646224021912,research/results/development/objective_study_v1/runs/simple_plus_equiv/seed_701,0.5277139544487,701,1.4897323846817017,70% train / 15% validation / 15% held-out test,0.15480655431747437,0.28033047914505005,0.5405099391937256,1.7063175439834595,0.1887388676404953,0.5760226249694824,54829,54829,0.25,0.5373662710189819,1.876930594444275
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.37776586413383484,0.0,0.0,0.0,0.008544046431779861,0.0,0.0,0.0,0.1393119990825653,0.0,0.0,0.5256218910217285,0.0,0.32097378373146057,0.0511096715927124,0.5511096715927124,0.6929211020469666,3.1992783546447754,0.4538259208202362,development_only,1.5079967975616455,0.21378661692142487,0.3386628031730652,1.093044638633728,0.5263157894736842,0.8421052631578947,0.004251333884894848,"{'sha256': 'd02540021f42e257cc62343426917bf56a6c633f91d381205fc4a58f58073ea4', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.5664349794387817,3.7837724685668945,0.9978936910629272,simple_plus_equiv,ripii,0.7193120718002319,1.74025297164917,1.3828144073486328,2.5677902698516846,1.710292935371399,ridge fit on train features; scored once on test,research,1.6926432847976685,0.43810832500457764,True,0.16548772156238556,research/results/development/objective_study_v1/runs/simple_plus_equiv/seed_809,0.44967252016067505,809,1.0313037633895874,70% train / 15% validation / 15% held-out test,0.1693314015865326,0.3852551579475403,0.5451021790504456,3.1992783546447754,0.3693044185638428,0.5256218910217285,54829,54829,0.4375,0.5419934391975403,1.4504727125167847
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.29550331830978394,0.0,0.0,0.0,-0.011221986263990402,0.0,0.0,0.0,0.18636414408683777,0.0,0.0,0.4706454873085022,0.0,0.23321685194969177,0.07356762886047363,0.5735676288604736,0.692547619342804,1.8923959732055664,0.34912776947021484,development_only,1.422000527381897,0.2496538609266281,0.8254492282867432,1.005165934562683,0.47368421052631576,0.5263157894736842,0.0025427858345210552,"{'sha256': 'b7a2bb59ae1db1663bf7cce19ae7a3599442e0fe0961b2d0d559b6dbe21efa7b', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.4997076690196991,1.8272494077682495,0.9921755790710449,simple_plus_equiv,ripii,0.6730346083641052,1.6481926441192627,1.364759922027588,1.8657348155975342,1.997230887413025,ridge fit on train features; scored once on test,research,1.3582532405853271,0.5145575404167175,True,0.21089734137058258,research/results/development/objective_study_v1/runs/simple_plus_equiv/seed_907,0.4502466320991516,907,2.2940585613250732,70% train / 15% validation / 15% held-out test,0.4127246141433716,0.3951716423034668,0.5439008474349976,1.8923959732055664,0.28503119945526123,0.4706454873085022,54829,54829,0.25,0.539201557636261,1.578235387802124
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.2539043128490448,0.0033922437578439713,0.0,0.0,0.0,0.21365156769752502,0.0,0.0,0.47094812989234924,0.0,0.2468901127576828,0.017383038997650146,0.5173830389976501,0.6931253671646118,2.0689280033111572,0.43534138798713684,development_only,1.532623529434204,0.1250000149011612,0.4096127152442932,1.0336627960205078,0.42105263157894735,0.7368421052631579,0.004409098066389561,"{'sha256': '9e7fddc28996d382028711bd861186150e31d9fe1d599276946f3e0810769ce5', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.34084731340408325,1.9288486242294312,0.9997667074203491,simple_plus_inv,ripii,0.8598765134811401,1.789860486984253,1.386092185974121,1.9751209020614624,1.0000001192092896,ridge fit on train features; scored once on test,research,1.6396164894104004,0.6596333384513855,True,0.2270803451538086,research/results/development/objective_study_v1/runs/simple_plus_inv/seed_701,0.4111011028289795,701,1.310954213142395,70% train / 15% validation / 15% held-out test,0.2048063576221466,0.3988415598869324,0.5308203101158142,2.0689280033111572,0.0552346408367157,0.47094812989234924,54829,54829,0.1875,0.528994083404541,2.2525832653045654
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.08600064367055893,0.005606438033282757,0.0,0.0,0.0,0.23541390895843506,0.0,0.0,0.3270210027694702,0.0,0.23541580140590668,0.003800630569458008,0.503800630569458,0.6918520331382751,3.4708142280578613,0.707359790802002,development_only,1.244990348815918,0.1250000149011612,0.7003635764122009,1.0609146356582642,0.3157894736842105,0.7368421052631579,0.013277466408908367,"{'sha256': 'd02540021f42e257cc62343426917bf56a6c633f91d381205fc4a58f58073ea4', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.13487063348293304,2.000354051589966,0.9931871294975281,simple_plus_inv,ripii,0.7572678327560425,1.6931129693984985,1.3836098909378052,1.8833264112472534,1.0000001192092896,ridge fit on train features; scored once on test,research,1.4328866004943848,0.8792024850845337,True,0.24680280685424805,research/results/development/objective_study_v1/runs/simple_plus_inv/seed_809,0.6558303236961365,809,2.385248899459839,70% train / 15% validation / 15% held-out test,0.35018178820610046,0.4042840003967285,0.5414128303527832,3.4708142280578613,0.27683404088020325,0.3270210027694702,54829,54829,0.25,0.5414789915084839,2.1512348651885986
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.08586535602807999,-0.002099127508699894,0.0,0.0,0.0,0.3457891047000885,0.0,0.0,0.42955532670021057,0.0,0.1250000149011612,0.04466712474822998,0.54466712474823,0.6929221749305725,3.211050033569336,0.4141598343849182,development_only,1.5264432430267334,0.21378660202026367,0.9497737288475037,0.9658207297325134,0.5789473684210527,0.631578947368421,0.007077695336192846,"{'sha256': 'b7a2bb59ae1db1663bf7cce19ae7a3599442e0fe0961b2d0d559b6dbe21efa7b', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.1347358673810959,1.3100900650024414,0.9944075345993042,simple_plus_inv,ripii,0.8307785391807556,1.5984359979629517,1.372939109802246,1.0000001192092896,1.7102928161621094,ridge fit on train features; scored once on test,research,1.2853717803955078,0.8752365112304688,True,0.3560184836387634,research/results/development/objective_study_v1/runs/simple_plus_inv/seed_907,0.4754984676837921,907,2.115941047668457,70% train / 15% validation / 15% held-out test,0.47488686442375183,0.49594584107398987,0.5498504638671875,3.211050033569336,0.05061649531126022,0.42955532670021057,54829,54829,0.25,0.5456225872039795,1.9680633544921875
"{'projective': True, 'graph': True, 'quantizer': True, 'action': True}",0.0,0.0,0.0,0.0,0.0,-0.005310237407684326,0.0,0.0,0.0,0.15056338906288147,0.07552788406610489,0.0,0.22078102827072144,0.0,0.20913229882717133,0.025109827518463135,0.5251098275184631,0.6930357813835144,1.582660436630249,0.538414478302002,development_only,1.5344957113265991,0.19334501028060913,0.24953842163085938,0.9904283285140991,0.5263157894736842,0.6842105263157895,0.0031436835415661335,"{'sha256': '9e7fddc28996d382028711bd861186150e31d9fe1d599276946f3e0810769ce5', 'compatible_tensor_count': 182, 'source_tensor_count': 182, 'target_tensor_count': 182}",0.182346373796463,2.4162752628326416,0.9997706413269043,simple_plus_scale,ripii,0.7031323313713074,1.7678033113479614,1.3856377601623535,1.6730583906173706,1.546760082244873,ridge fit on train features; scored once on test,research,1.7748017311096191,0.8181052803993225,True,0.1765114665031433,research/results/development/objective_study_v1/runs/simple_plus_scale/seed_701,0.48883262276649475,701,1.4803208112716675,70% train / 15% validation / 15% held-out test,0.12476921081542969,0.3020816743373871,0.544083297252655,1.582660436630249,0.1974608451128006,0.22078102827072144,54829,54829,0.25,0.5395487546920776,1.986755609512329
